	IDNCASE	ALIEN_CITY	ALIEN_STATE	NAT	LANG	CUSTODY	SITE_TYPE	E_28_DATE	ATTY_NBR	CASE_TYPE	UPDATE_SITE	LATEST_HEARING	LATEST_TIME	LATEST_CAL_TYPE	UP_BOND_DATE	UP_BOND_RSN	CORRECTIONAL_FAC	RELEASE_MONTH	RELEASE_YEAR	INMATE_HOUSING	DATE_OF_ENTRY	C_ASY_TYPE	C_BIRTHDATE	C_RELEASE_DATE	UPDATED_CITY	UPDATED_STATE	ADDRESS_CHANGEDON	ZBOND_MRG_FLAG	GENDER	DATE_DETAINED	DATE_RELEASED	LPR	DETENTION_DATE	DETENTION_LOCATION	DCO_LOCATION	DETENTION_FACILITY_TYPE	CASEPRIORITY_CODE	IDNPROCEEDING	OSC_DATE	INPUT_DATE	BASE_CITY_CODE	HEARING_LOC_CODE	IJ_CODE	TRANS_IN_DATE	PREV_HEARING_LOC	PREV_HEARING_BASE	PREV_IJ_CODE	TRANS_NBR	HEARING_DATE	HEARING_TIME	DEC_TYPE	DEC_CODE	DEPORTED_1	DEPORTED_2	OTHER_COMP	APPEAL_RSVD	APPEAL_NOT_FILED	COMP_DATE	ABSENTIA	VENUE_CHG_GRANTED	TRANSFER_TO	DATE_APPEAL_DUE_STATUS	TRANSFER_STATUS	CUSTODY_right	CASE_TYPE_right	NAT_right	LANG_right	SCHEDULED_HEAR_LOC	CORRECTIONAL_FAC_right	CRIM_IND	IHP	AGGRAVATE_FELON	DATE_DETAINED_right	DATE_RELEASED_right
4876	8994065	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M							2019-06-22 00:00:00.000		3/1984						F									8794165	2019-06-22 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
4877	8994069			EC	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	1300.0	M							2019-06-21 00:00:00.000		10/1993						M									8794170	2019-06-22 00:00:00.000		ELP	ENP	GRG						2019-07-30 00:00:00.000	1300.0														N	RMV	EC	SP			N		0.0		
4878	8994078	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-23 00:00:00.000	1300.0	M							2019-06-22 00:00:00.000		5/1970						F									8794183	2019-06-22 00:00:00.000		ELP	ENP	RSH						2019-08-23 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
4879	8994080	See Remarks		CU	SP	N	I			RMV	ELP	2019-08-23 00:00:00.000	1300.0	M							2019-06-22 00:00:00.000		6/2005						M									8794185	2019-06-22 00:00:00.000		ELP	ENP	RSH						2019-08-23 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
4880	8994226			HO	SP		0			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		8/2011						F									8794340	2019-06-22 00:00:00.000		SND	SYP							2019-12-11 00:00:00.000	1230.0															RMV	HO	SP							
4881	8994228			HO	SP		0			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-20 00:00:00.000		11/1992						F									8794342	2019-06-22 00:00:00.000		SND	SYP	CAB						2019-11-26 00:00:00.000	1230.0															RMV	HO	SP							
4882	8994229			HO	SP		0			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-20 00:00:00.000		12/2013						M									8794343	2019-06-22 00:00:00.000		SND	SYP							2019-11-26 00:00:00.000	1230.0															RMV	HO	SP							
4883	8994231			HO	SP		0			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-20 00:00:00.000		2/2019						F									8794345	2019-06-22 00:00:00.000		SND	SYP							2019-11-26 00:00:00.000	1230.0															RMV	HO	SP							
4884	8994233	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-21 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		12/1986						M									8794347	2019-06-22 00:00:00.000		SND	SYP	JDV						2019-11-21 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
4885	8994249	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-19 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		6/1986						F									8794363	2019-06-22 00:00:00.000		SND	SYP	LOC						2019-11-19 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4886	8994250	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-19 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		5/2012						F									8794364	2019-06-22 00:00:00.000		SND	SYP	LOC						2019-11-19 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4887	8994251	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-19 00:00:00.000		5/1993						F									8794365	2019-06-22 00:00:00.000		SND	SYP	CAB						2019-11-26 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4888	8994252	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-19 00:00:00.000		11/2011						M									8794366	2019-06-22 00:00:00.000		SND	SYP	CAB						2019-11-26 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4889	8994253			HO	SP		0			RMV	SND	2019-11-21 00:00:00.000	1230.0	M							2019-06-20 00:00:00.000		11/1989						M									8794367	2019-06-22 00:00:00.000		SND	SYP	JDV						2019-11-21 00:00:00.000	1230.0															RMV	HO	SP							
4890	8994254			HO	SP		0			RMV	SND	2019-11-21 00:00:00.000	1230.0	M							2019-06-20 00:00:00.000		1/2010						M									8794368	2019-06-22 00:00:00.000		SND	SYP							2019-11-21 00:00:00.000	1230.0															RMV	HO	SP							
4891	8994255			HO	SP		0			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		4/1982						M									8794369	2019-06-22 00:00:00.000		SND	SYP	SS2						2019-12-04 00:00:00.000	1230.0															RMV	HO	SP							
4892	8994256			HO	SP		0			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2002-06-29 00:00:00.000		6/2002						M									8794370	2019-06-22 00:00:00.000		SND	SYP							2019-12-04 00:00:00.000	1230.0															RMV	HO	SP							
4893	8994257			HO	SP		0			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		5/1981						M									8794371	2019-06-22 00:00:00.000		SND	SYP	PSL						2019-12-11 00:00:00.000	1230.0															RMV	HO	SP							
4894	8994258			HO	SP		0			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		1/2008						F									8794372	2019-06-22 00:00:00.000		SND	SYP							2019-12-11 00:00:00.000	1230.0															RMV	HO	SP							
4895	8994259			CO	SP		0			RMV	ELP	2019-07-30 00:00:00.000	1300.0	M							2019-06-17 00:00:00.000		3/1984						M									8794373	2019-06-22 00:00:00.000		ELP	ENP	GRG						2019-07-30 00:00:00.000	1300.0															RMV	CO	SP							
4896	8994260			ES	SP		0			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M							2019-06-20 00:00:00.000		8/1996						M									8794374	2019-06-22 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	1300.0															RMV	ES	SP							
4897	8994261	San Diego	CA	EC	SP	N	I			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-03-13 00:00:00.000		1/1982						F									8794375	2019-03-13 00:00:00.000		SND	SYP	JLR						2019-12-02 00:00:00.000	1230.0														N	RMV	EC	SP			N		0.0		
4898	8994262	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-03 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		2/1980						M									8794376	2019-06-22 00:00:00.000		SND	SYP	LOC						2019-12-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4899	8994263			HO	SP	N	I			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		11/1990						F									8794377	2019-06-22 00:00:00.000		SND	SYP	CAB						2019-11-26 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4900	8994264	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-03 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		2/2011						F									8794378	2019-06-22 00:00:00.000		SND	SYP	LOC						2019-12-03 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4901	8994265	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		9/2009						M									8794379	2019-06-22 00:00:00.000		SND	SYP	CAB						2019-11-26 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4902	8994266	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		11/1975						F									8794380	2019-06-22 00:00:00.000		SND	SYP	PSL						2019-12-11 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4903	8994268	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		12/1987						F									8794382	2019-06-23 00:00:00.000		SND	SYP	SS2						2019-12-04 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4904	8994269	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		1/2017						F									8794383	2019-06-23 00:00:00.000		SND	SYP	SS2						2019-12-04 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4905	8994270	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	1300.0	M							2019-06-22 00:00:00.000		2/1977						M									8794384	2019-06-23 00:00:00.000		ELP	ENP	GRG						2019-07-30 00:00:00.000	1300.0														N	RMV	EC	SP			N		0.0		
4906	8994271	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-23 00:00:00.000	1300.0	M							2019-06-22 00:00:00.000		12/1996						M									8794385	2019-06-23 00:00:00.000		ELP	ENP	RSH						2019-08-23 00:00:00.000	1300.0														N	RMV	EC	SP			N		0.0		
4907	8994272	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-06-18 00:00:00.000		9/1987						M									8794386	2019-06-23 00:00:00.000		SND	SYP	JLR						2019-12-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4908	8994273	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		1/2014						F									8794387	2019-06-22 00:00:00.000		SND	SYP	PSL						2019-12-11 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4909	8994274	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M							2019-06-22 00:00:00.000		8/1998						M									8794388	2019-06-23 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4910	8994275	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		2/1983						F									8794389	2019-06-23 00:00:00.000		SND	SYP	PSL						2019-12-11 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4911	8994276	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		2/2002						M									8794390	2019-06-23 00:00:00.000		SND	SYP	PSL						2019-12-11 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4912	8994277	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-06-23 00:00:00.000		1/2010						F									8794391	2019-06-23 00:00:00.000		SND	SYP	JLR						2019-12-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4913	8994098	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-07-24 00:00:00.000	1300.0	M									9/1992						M									8794203	2019-06-22 00:00:00.000		ELP	ENP	NHB						2019-07-24 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
4914	8994107	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	1300.0	M							2019-06-21 00:00:00.000		8/1983						M									8794213	2019-06-22 00:00:00.000		ELP	ENP	GRG						2019-07-30 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
4915	8994108	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M									2/1996						M									8794214	2019-06-22 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	1300.0														N	RMV	EC	SP			N		0.0		
4916	8994109	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-23 00:00:00.000	1300.0	M							2019-06-21 00:00:00.000		10/1974						M									8794215	2019-06-22 00:00:00.000		ELP	ENP	RSH						2019-08-23 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
4917	8994110	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	1300.0	M									4/1997						M									8794216	2019-06-22 00:00:00.000		ELP	ENP	GRG						2019-07-30 00:00:00.000	1300.0														N	RMV	EC	SP			N		0.0		
4918	8994112	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M									3/1994						M									8794218	2019-06-22 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	1300.0														N	RMV	EC	SP			N		0.0		
4919	8994117	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-23 00:00:00.000	1300.0	M							2019-06-21 00:00:00.000		10/1983						M									8794223	2019-06-22 00:00:00.000		ELP	ENP	RSH						2019-08-23 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
4920	8994278	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-12-03 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		8/1975						M									8794392	2019-06-23 00:00:00.000		SND	SYP	LOC						2019-12-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
4921	8994279	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		12/1975						F									8794393	2019-06-23 00:00:00.000		SND	SYP	CAB						2019-11-26 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4922	8994280	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-26 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		11/2004						M									8794394	2019-06-23 00:00:00.000		SND	SYP	CAB						2019-11-26 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4923	8994281	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-12-03 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		5/2005						M									8794395	2019-06-23 00:00:00.000		SND	SYP	LOC						2019-12-03 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
4924	8994282	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-21 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		10/1995						M									8794396	2019-06-23 00:00:00.000		SND	SYP	JDV						2019-11-21 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4925	8994283			GT	SPS		0			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2019-06-19 00:00:00.000		1/1992						F									8794397	2019-06-23 00:00:00.000		SND	SYP	SS2						2019-12-04 00:00:00.000	1230.0															RMV	GT	SPS							
4926	8994284	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		3/1984						M									8794398	2019-06-23 00:00:00.000		SND	SYP	JLR						2019-12-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4927	8994285	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-11-21 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		10/2015						M									8794399	2019-06-23 00:00:00.000		SND	SYP	JDV						2019-11-21 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4928	8994286	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-06-21 00:00:00.000		11/2004						F									8794400	2019-06-23 00:00:00.000		SND	SYP	JLR						2019-12-02 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4929	8994287			GT	SP		0			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2019-06-19 00:00:00.000		5/2012						M									8794401	2019-06-23 00:00:00.000		SND	SYP							2019-12-04 00:00:00.000	1230.0															RMV	GT	SP							
4930	8994288			GT	SP		0			RMV	ELP	2019-07-30 00:00:00.000	1300.0	M							2019-06-22 00:00:00.000		10/1992						F									8794402	2019-06-23 00:00:00.000		ELP	ENP	GRG						2019-07-30 00:00:00.000	1300.0															RMV	GT	SP							
4931	8895735	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-05-09 00:00:00.000	1230.0	M							2019-04-18 00:00:00.000		6/1987						M									8664361	2019-04-22 00:00:00.000	2019-05-09 00:00:00.000	SND	CIX	JCL						2019-05-09 00:00:00.000	1230.0	O	T						2019-06-26 00:00:00.000	Y			2019-07-26 00:00:00.000		N	RMV	HO	SP			N		0.0		
4932	8895740	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-05-09 00:00:00.000	1230.0	M							2019-04-18 00:00:00.000		1/2012						F									8664366	2019-04-22 00:00:00.000	2019-05-09 00:00:00.000	SND	CIX	JCL						2019-05-09 00:00:00.000	1230.0	O	T						2019-06-26 00:00:00.000	Y			2019-07-26 00:00:00.000		N	RMV	HO	SP			N		0.0		
4933	8924544	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-08-14 00:00:00.000	1230.0	M							2019-05-08 00:00:00.000		11/1995						M									8703243	2019-05-09 00:00:00.000	2019-05-28 00:00:00.000	SND	SYP	SS2						2019-08-14 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4934	8895817	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-05-23 00:00:00.000	1230.0	M							2019-04-21 00:00:00.000		9/2004						F									8664463	2019-04-22 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	JDV						2019-05-23 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4935	8895818	See Remarks	FA	HO	SP	N	I			RMV	SND										2019-04-21 00:00:00.000		9/2012						M									8664464	2019-04-22 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	JDV						2019-05-23 00:00:00.000	1230.0	O	T						2019-05-23 00:00:00.000	N			2019-06-24 00:00:00.000		N	RMV	HO	SP			N		0.0		
4936	8998170			CU	SP		0			RMV	ELP	2019-08-12 00:00:00.000	1300.0	M							2019-06-25 00:00:00.000		4/1996						F									8799519	2019-06-25 00:00:00.000		ELP	ENP	RSH						2019-08-12 00:00:00.000	1300.0															RMV	CU	SP							
4937	8998180			GT	SP		0			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		2/1986						F									8799529	2019-06-25 00:00:00.000		SND	SYP	JLR						2019-12-02 00:00:00.000	1230.0															RMV	GT	SP							
4938	8998165			CU	SP		0			RMV	ELP	2019-08-08 00:00:00.000	1300.0	M							2019-06-25 00:00:00.000		8/1994						F									8799507	2019-06-25 00:00:00.000		ELP	ENP	GRG						2019-08-08 00:00:00.000	1300.0															RMV	CU	SP							
4939	8998186			CU	SP		0			RMV	ELP	2019-08-13 00:00:00.000	1300.0	M							2019-06-25 00:00:00.000		5/1984						F									8799537	2019-06-25 00:00:00.000		ELP	ENP	SBM						2019-08-13 00:00:00.000	1300.0															RMV	CU	SP							
4940	8998191			GT	SP		0			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		5/2005						M									8799543	2019-06-25 00:00:00.000		SND	SYP							2019-12-02 00:00:00.000	1230.0															RMV	GT	SP							
4941	8998201			GT	SP		0			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		10/1994						M									8799553	2019-06-25 00:00:00.000		SND	SYP	SS2						2019-12-04 00:00:00.000	1230.0															RMV	GT	SP							
4942	8998204			HO	SP		0			RMV	SND	2019-12-04 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		8/2017						F									8799556	2019-06-25 00:00:00.000		SND	SYP							2019-12-04 00:00:00.000	1230.0															RMV	HO	SP							
4943	8895819	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-10-01 00:00:00.000	1230.0	M							2019-04-21 00:00:00.000		7/1999						F									8664465	2019-04-22 00:00:00.000	2019-05-28 00:00:00.000	SND	SYP	JCL						2019-06-27 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
4944	8895820	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-10-01 00:00:00.000	1230.0	M							2019-04-21 00:00:00.000		11/2018						F									8664466	2019-04-22 00:00:00.000	2019-05-28 00:00:00.000	SND	SYP	JCL						2019-06-27 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
4945	8895821	See Remarks	FA	HO	SP	N	I			RMV	SND										2019-04-19 00:00:00.000		6/1981						F									8664467	2019-04-22 00:00:00.000	2019-05-28 00:00:00.000	SND	SYP	CAB						2019-06-11 00:00:00.000	1230.0	O	T				I		2019-06-11 00:00:00.000	Y			2019-07-11 00:00:00.000		N	RMV	HO	SP			N		0.0		
4946	8895822	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-07-15 00:00:00.000	1230.0	M							2019-04-19 00:00:00.000		11/1984						M									8664468	2019-04-22 00:00:00.000	2019-05-01 00:00:00.000	SND	SYP	SS2						2019-05-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
4947	8998214			GT	SP		0			RMV	SND	2019-12-03 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		4/1983						F									8799570	2019-06-25 00:00:00.000		SND	SYP	LOC						2019-12-03 00:00:00.000	1230.0															RMV	GT	SP							
4948	8998215			CU	SP		0			RMV	ELP	2019-08-08 00:00:00.000	1300.0	M							2019-06-25 00:00:00.000		2/1986						M									8799571	2019-06-25 00:00:00.000		ELP	ENP	GRG						2019-08-08 00:00:00.000	1300.0															RMV	CU	SP							
4949	8998219			CU	SP		0			RMV	ELP	2019-08-12 00:00:00.000	1300.0	M							2019-06-25 00:00:00.000		9/1995						M									8799575	2019-06-25 00:00:00.000		ELP	ENP	RSH						2019-08-12 00:00:00.000	1300.0															RMV	CU	SP							
4950	8998222			GT	SP		0			RMV	SND	2019-12-03 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		12/2005						M									8799579	2019-06-25 00:00:00.000		SND	SYP							2019-12-03 00:00:00.000	1230.0															RMV	GT	SP							
4951	8998227			GT	SP		0			RMV	SND	2019-12-03 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		7/2008						M									8799585	2019-06-25 00:00:00.000		SND	SYP							2019-12-03 00:00:00.000	1230.0															RMV	GT	SP							
4952	8998228			HO	SP		0			RMV	SND	2019-12-02 00:00:00.000	1230.0	M							2019-06-22 00:00:00.000		7/2018						M									8799586	2019-06-25 00:00:00.000		SND	SYP							2019-12-02 00:00:00.000	1230.0															RMV	HO	SP							
4953	8923921	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-07-18 00:00:00.000	1230.0	M							2019-05-07 00:00:00.000		1/1994						F									8702394	2019-05-09 00:00:00.000		SND	SYP	JDV						2019-07-18 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
4954	8923925	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-07-18 00:00:00.000	1230.0	M							2019-05-07 00:00:00.000		5/2018						F									8702398	2019-05-09 00:00:00.000		SND	SYP	JDV						2019-07-18 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
4955	8998121			CU	SP		0			RMV	ELP	2019-08-06 00:00:00.000	830.0	M							2019-05-27 00:00:00.000		8/1993						F									8799456	2019-06-25 00:00:00.000		ELP	ENP	GRG						2019-08-06 00:00:00.000	830.0															RMV	CU	SP							
4956	8998130			CU	SP		0			RMV	ELP	2019-08-13 00:00:00.000	1300.0	M							2019-05-27 00:00:00.000		9/1994						F									8799468	2019-06-25 00:00:00.000		ELP	ENP	SBM						2019-08-13 00:00:00.000	1300.0															RMV	CU	SP							
4957	8998135			HO	SP		0			RMV	SND	2019-12-11 00:00:00.000	1230.0	M							2019-06-23 00:00:00.000		2/1988						F									8799473	2019-06-25 00:00:00.000		SND	SYP	PSL						2019-12-11 00:00:00.000	1230.0															RMV	HO	SP							
4958	8779844	See Remarks	FA	HO	SP	N	I		0.0	RMV	SND	2019-04-18 00:00:00.000	1300.0	M							2019-01-29 00:00:00.000	E	4/1996						F			0.0						8502489	2019-01-30 00:00:00.000	2019-02-21 00:00:00.000	SND	SYP	JLR						2019-03-19 00:00:00.000	1230.0	O	T						2019-06-17 00:00:00.000	N			2019-07-17 00:00:00.000		N	RMV	HO	SP			N		0.0		
4959	8779845	See Remarks	FA	HO	SP	N	I	2019-03-04 00:00:00.000	0.0	RMV	SND	2019-08-07 00:00:00.000	1300.0	I							2019-01-29 00:00:00.000	E	1/2000						M									8502490	2019-01-30 00:00:00.000	2019-02-20 00:00:00.000	SND	SYP	BAR						2019-03-19 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4960	8779846	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-06-06 00:00:00.000	1300.0	M							2019-01-29 00:00:00.000		6/1994						M									8502491	2019-01-30 00:00:00.000	2019-02-21 00:00:00.000	SND	SYP	BAR						2019-03-19 00:00:00.000	1230.0	W	X	HO	MX				2019-06-06 00:00:00.000	Y			2019-07-08 00:00:00.000		N	RMV	HO	SP			N		0.0		
4961	8779847	See Remarks	FA	HO	SP	N	I	2019-03-04 00:00:00.000	0.0	RMV	SND	2019-08-06 00:00:00.000	1300.0	I							2019-01-29 00:00:00.000	E	5/1989						M									8502492	2019-01-30 00:00:00.000	2019-02-20 00:00:00.000	SND	SYP	BAR						2019-03-19 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
4962	8779848	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-04-18 00:00:00.000	1300.0	M							2019-01-29 00:00:00.000		5/1990						M									8502493	2019-01-29 00:00:00.000	2019-02-21 00:00:00.000	SND	SYP	JLR						2019-03-19 00:00:00.000	1230.0	O	T						2019-04-18 00:00:00.000	N			2019-05-20 00:00:00.000		N	RMV	HO	SP			N		0.0		
4963	8814864	LEANDER	TX	HO	SP	N	I			RMV	SNA	2019-08-19 00:00:00.000	900.0	M							2019-02-21 00:00:00.000		10/1987						M									8550524	2019-02-21 00:00:00.000	2019-03-15 00:00:00.000	SND	SYP	SS2						2019-04-04 00:00:00.000	1230.0					C			2019-05-03 00:00:00.000	N	2019-05-09 10:48:14.543	SNA	2019-06-03 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
4964	8814871	LEANDER	TX	HO	SP	N	I			RMV	SNA	2019-08-19 00:00:00.000	900.0	M							2019-02-21 00:00:00.000		12/2006						M									8550536	2019-02-21 00:00:00.000	2019-03-15 00:00:00.000	SND	SYP	SS2						2019-04-04 00:00:00.000	1230.0					C			2019-05-03 00:00:00.000	N	2019-05-09 10:49:11.220	SNA	2019-06-03 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
4965	8814877	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-04-04 00:00:00.000	1230.0	M							2019-02-21 00:00:00.000		2/1988						M			0.0						8550545	2019-02-21 00:00:00.000	2019-03-15 00:00:00.000	SND	SYP	SS2						2019-04-04 00:00:00.000	1230.0	O	T						2019-05-09 00:00:00.000	Y			2019-06-10 00:00:00.000		N	RMV	HO	SP			N		0.0		
